customer_id,age,gender,state,occupation,emp_years,monthly_income,active_loans,past_defaults,cibil_score,lender_type,gold_type,gold_weight_g,gold_purity_kt,market_value_inr,recoverable_value,loan_amount_inr,ltv_ratio,interest_rate_pct,tenure_months,emi_inr,income_to_emi,total_debt_burden,loan_year,loan_month,loan_quarter,default_status
GLC002864,54,Female,Andhra Pradesh,Small Business,7,24501,2,2,300,NBFC,Jewellery,9.82,20,50222.61,44023.58,45200.35,90,29.41,24,2513.57,9.7475,0.2052,2023,11,4,1
GLC002865,21,Female,West Bengal,Small Business,3,80566,2,2,454,NBFC,Jewellery,35.63,18,167123.27,142086.64,138964.17,83.1507,25.51,18,9372.07,8.5964,0.2327,2022,5,2,1
GLC002866,21,Male,Karnataka,Small Business,8,61380,1,0,433,NBFC,Jewellery,18.47,22,111782.12,90225.41,93667.16,83.7944,27.78,18,6422.16,9.5575,0.1046,2024,9,3,1
GLC002867,47,Male,Karnataka,Salaried,6,118949,0,0,669,NBFC,Jewellery,101.3,18,466855.54,375390.21,365503.54,78.2905,17.86,6,64129.6,1.8548,0.5391,2023,6,2,0
GLC002868,47,Male,Tamil Nadu,Farmer,2,29779,1,0,395,NBFC,Coin,17.17,18,75202.72,65092.96,65320.1,86.8587,29.44,18,4532.57,6.57,0.1522,2024,11,4,1
GLC002869,34,Male,Andhra Pradesh,Farmer,0,34832,3,0,505,Bank,Coin,190.5,22,1141471.92,974040.97,856103.94,75,21.66,9,103912.16,0.3352,8.9497,2023,9,3,0
GLC002870,43,Female,Karnataka,Professional,11,166994,3,0,719,NBFC,Jewellery,127.12,18,605852.78,481829.3,492328.69,81.2621,19.02,6,86666.41,1.9269,1.5569,2023,3,1,0
GLC002871,21,Male,Tamil Nadu,Professional,10,122914,1,0,835,NBFC,Jewellery,155.5,24,997108.39,826301.13,818589.1,82.0963,13.59,15,59646.74,2.0607,0.4853,2022,7,3,0
GLC002872,49,Female,Tamil Nadu,Professional,15,310001,0,0,892,Bank,Jewellery,85.31,18,376278.46,326473.53,235718.14,62.6446,9.93,6,40432,7.6672,0.1304,2023,12,4,0
GLC002873,44,Female,Karnataka,Small Business,3,33447,2,0,531,NBFC,Jewellery,190.12,22,1038569.11,907036,934712.2,90,23.75,9,114402.84,0.2924,6.8408,2024,9,3,1
GLC002874,41,Male,Kerala,Salaried,4,116843,0,0,824,NBFC,Bar,156.11,22,900523.61,812233.46,757698.76,84.1398,14.7,9,89429.01,1.3065,0.7654,2022,4,2,0
GLC002875,42,Male,Karnataka,Small Business,1,72426,0,0,502,NBFC,Coin,66.03,22,362047.1,321419.43,295479.67,81.6136,25.78,15,23251.81,3.1149,0.321,2023,11,4,0
GLC002876,47,Male,Maharashtra,Small Business,0,49138,0,3,499,Bank,Jewellery,28.59,18,140156.55,116913.67,94629.36,67.5169,24.39,9,11611.55,4.2318,0.2363,2023,8,3,0
GLC002877,41,Female,Tamil Nadu,Farmer,2,46499,1,0,413,Bank,Bar,94.66,24,551105.24,516942.79,413328.93,75,26.24,9,51091.34,0.9101,1.0988,2024,7,3,0
GLC002878,21,Female,Telangana,Small Business,1,23766,1,1,432,NBFC,Jewellery,112.33,22,673007.71,555282.65,536261.97,79.6814,27.55,12,51634.5,0.4603,2.1726,2022,6,2,0
GLC002879,66,Female,Tamil Nadu,Farmer,4,14472,0,3,300,Bank,Jewellery,108.67,24,675717.03,509819.92,506787.77,75,25.17,9,62378.59,0.232,4.3103,2023,5,2,1
GLC002880,55,Male,West Bengal,Farmer,7,33409,3,0,492,Bank,Jewellery,188.38,24,1192549.48,1028806.43,813535.79,68.2182,21.31,21,46750.31,0.7146,4.198,2023,3,1,0
GLC002881,27,Male,West Bengal,Salaried,2,85118,0,1,493,Bank,Jewellery,140.41,24,839507.27,715011.38,628721.27,74.8917,23.74,18,41857.18,2.0335,0.4918,2024,11,4,0
GLC002882,38,Male,Telangana,Farmer,3,22771,1,0,531,NBFC,Jewellery,95.7,22,539477.68,423659.14,485529.91,90,23.71,12,45843.4,0.4967,2.0132,2023,3,1,1
GLC002883,39,Male,Tamil Nadu,Daily Wage,5,14404,2,1,374,NBFC,Jewellery,143.91,22,833433.61,688993.53,750090.25,90,28.35,12,72516.71,0.1986,10.069,2023,5,2,1
GLC002884,53,Female,Uttar Pradesh,Daily Wage,4,20542,2,0,402,NBFC,Jewellery,72.82,20,360703.22,315969.48,308757.63,85.5988,29.15,15,24807.5,0.8281,2.4153,2023,2,1,1
GLC002885,21,Male,West Bengal,Professional,5,283753,1,0,739,Bank,Jewellery,160.86,20,824548.45,720711.38,618411.34,75,13.57,18,38164.55,7.435,0.1345,2024,6,2,0
GLC002886,36,Male,Andhra Pradesh,Small Business,4,94188,1,0,541,NBFC,Jewellery,176.98,22,1039591.3,875592.7,888364.03,85.4532,25.56,6,159292.41,0.5913,1.6912,2023,3,1,1
GLC002887,22,Male,Maharashtra,Small Business,5,62800,0,0,424,Bank,Jewellery,189.68,20,1045261.57,816564.58,719529.84,68.8373,24.59,12,68244.06,0.9202,1.0867,2022,3,1,0
GLC002888,38,Male,Kerala,Salaried,0,43549,2,0,742,NBFC,Bar,11.66,22,64464.56,59516.3,56087.45,87.0051,18.02,9,6709.15,6.491,0.3081,2022,10,4,0
GLC002889,36,Male,Kerala,Salaried,1,32482,0,0,676,NBFC,Jewellery,61.44,20,331938.09,269614.82,276944.91,83.4327,18.79,9,33230.71,0.9775,1.023,2023,11,4,1
GLC002890,42,Male,Karnataka,Farmer,1,53401,0,1,319,Bank,Jewellery,37.24,20,183567.42,153360.11,137675.57,75,25.11,18,9258.1,5.768,0.1734,2024,7,3,0
GLC002891,35,Male,Karnataka,Salaried,9,41069,1,0,697,NBFC,Jewellery,135.02,22,738815.48,639601.5,629683.57,85.2288,16.78,21,34810.3,1.1798,0.8476,2022,12,4,0
GLC002892,33,Female,Tamil Nadu,Salaried,5,128223,3,0,668,NBFC,Jewellery,54.82,20,298304.44,251704.02,239149.18,80.1695,18.71,18,15340.16,8.3586,0.3589,2023,9,3,0
GLC002893,48,Male,Kerala,Salaried,6,103296,1,0,578,Bank,Jewellery,95.15,24,625705.82,470355.56,461613.84,73.7749,19.99,18,29893.37,3.4555,0.2894,2023,5,2,0
GLC002894,47,Female,Telangana,Daily Wage,2,27698,2,2,300,NBFC,Jewellery,158.15,20,828702.93,666138.98,724749.61,87.4559,26.74,24,39316.58,0.7045,2.8389,2024,7,3,1
GLC002895,48,Female,Andhra Pradesh,Salaried,9,38037,1,0,785,Bank,Jewellery,170.91,24,1016893.3,774527.74,653394.62,64.254,12.02,21,34656.09,1.0976,0.9111,2023,10,4,0
GLC002896,40,Female,Maharashtra,Small Business,6,86751,0,1,531,Bank,Coin,122.92,22,672237.19,610380.61,504177.89,75,21.64,3,174156.74,0.4981,2.0075,2023,7,3,0
GLC002897,35,Male,Maharashtra,Farmer,1,40927,3,3,300,Bank,Coin,93.01,20,515565.77,471828.32,386674.33,75,25.48,9,47652.85,0.8589,3.493,2024,4,2,1
GLC002898,40,Female,Karnataka,Small Business,2,57613,1,1,505,Bank,Jewellery,17.39,20,91294.92,78977.47,68471.19,75,21.92,18,4497.86,12.809,0.0781,2024,7,3,0
GLC002899,47,Female,Kerala,Daily Wage,6,26557,1,0,472,Bank,Jewellery,148.78,22,829343.23,709912.79,622007.42,75,21.15,12,57962.25,0.4582,2.1826,2022,10,4,0
GLC002900,21,Male,Maharashtra,Daily Wage,1,14147,0,1,334,Bank,Bar,143.64,20,757672.46,707064.31,524580.59,69.2358,24.79,18,35193.49,0.402,2.4877,2022,8,3,1
GLC002901,46,Female,Tamil Nadu,Salaried,6,67441,3,0,547,NBFC,Jewellery,51,24,308500.26,264919.47,255180.31,82.7164,26.85,15,20214.11,3.3363,0.8992,2023,11,4,0
GLC002902,45,Male,Gujarat,Daily Wage,7,8640,0,1,324,NBFC,Coin,147.19,20,793122.59,718600.2,706301.05,89.0532,29,12,68508.3,0.1261,7.9292,2022,7,3,0
GLC002903,42,Female,Tamil Nadu,Small Business,1,49991,0,0,636,Bank,Jewellery,50.08,22,273387.31,208106.16,179016.74,65.481,19.43,18,11544.7,4.3302,0.2309,2024,12,4,0
GLC002904,40,Male,Tamil Nadu,Small Business,5,90627,0,0,731,Bank,Coin,136.63,18,619448.74,534713.58,405614.42,65.4799,16.86,12,36967.02,2.4516,0.4079,2022,9,3,0
GLC002905,21,Female,Andhra Pradesh,Daily Wage,1,11576,1,2,300,Bank,Jewellery,33.73,20,181211.81,136431.35,121677.39,67.1465,26.38,12,11646.37,0.994,1.0061,2024,5,2,1
GLC002906,37,Male,Telangana,Professional,16,82079,0,0,900,NBFC,Coin,182.9,18,801781.46,725899.24,661990.06,82.5649,14.41,3,225984.04,0.3632,2.7533,2022,2,1,0
GLC002907,61,Male,Telangana,Farmer,1,12780,2,0,454,Bank,Jewellery,82.62,24,553179.11,456324.14,383646.86,69.3531,23.54,12,36192.14,0.3531,5.6639,2023,2,1,0
GLC002908,42,Male,Tamil Nadu,Farmer,1,41830,3,1,300,Bank,Jewellery,122.58,24,747732.59,563198.15,560799.44,75,25.75,9,69185.64,0.6046,4.9619,2022,8,3,1
GLC002909,38,Male,Karnataka,Farmer,4,14318,4,0,415,Bank,Jewellery,45.3,20,242646.24,193418.55,164610.72,67.8398,25.21,21,9775.18,1.4647,2.7309,2022,3,1,0
GLC002910,42,Male,Tamil Nadu,Farmer,6,40511,1,1,379,NBFC,Jewellery,171.2,22,921904.99,703653.44,829714.49,90,28.84,9,103619.25,0.391,2.5578,2024,3,1,1
GLC002911,45,Male,Telangana,Daily Wage,8,12705,1,2,347,Bank,Jewellery,193.81,20,1019191.96,833223.57,706631.27,69.3325,26.97,21,42582.1,0.2984,3.3516,2022,10,4,1
GLC002912,49,Male,Tamil Nadu,Salaried,9,30654,2,0,706,Bank,Jewellery,64.49,24,405136.28,325335.29,276526.17,68.2551,14.05,9,32551.74,0.9417,2.1238,2022,11,4,0
GLC002913,39,Male,Gujarat,Professional,4,103017,0,0,750,Bank,Jewellery,44.86,20,225695.94,174693.39,148523.73,65.807,10.89,6,25546.12,4.0326,0.248,2024,3,1,0
GLC002914,46,Male,Uttar Pradesh,Farmer,0,54374,0,0,527,NBFC,Jewellery,109.67,24,670417.59,572972.81,603375.83,90,23.15,18,39996.22,1.3595,0.7356,2024,3,1,1
GLC002915,60,Male,West Bengal,Salaried,9,40827,3,0,622,Bank,Jewellery,191.8,20,1049141.44,863800.62,678510.19,64.6729,17.32,12,61986.44,0.6586,4.5548,2022,1,1,0
GLC002916,53,Male,Gujarat,Salaried,2,131736,1,0,727,NBFC,Bar,153.82,20,770376.69,730685.44,653113.03,84.7784,18.3,12,59970.69,2.1967,0.4552,2023,6,2,0
GLC002917,67,Male,Tamil Nadu,Salaried,7,119539,0,0,641,NBFC,Jewellery,196.83,24,1263784.52,1007772.55,1137406.07,90,21.5,6,201631.03,0.5929,1.6867,2024,9,3,0
GLC002918,34,Male,Andhra Pradesh,Small Business,3,65857,1,2,499,Bank,Jewellery,175.72,20,908594.36,739602.74,653384.74,71.9116,23.75,6,116564.04,0.565,1.77,2024,9,3,1
GLC002919,60,Male,Kerala,Farmer,3,32503,2,0,554,NBFC,Jewellery,138.86,24,869084.39,679412.87,742470.96,85.4314,19.57,9,89368.74,0.3637,5.4991,2023,8,3,1
GLC002920,33,Male,Kerala,Farmer,4,22795,3,1,374,Bank,Bar,41,18,188552.23,170825,137486.06,72.9167,26.29,24,7427.13,3.0692,0.9775,2022,7,3,0
GLC002921,45,Male,Kerala,Salaried,6,39327,1,0,580,NBFC,Jewellery,176.7,22,1053948.88,920566.13,866022.42,82.1693,22.5,21,50270.08,0.7823,1.2783,2022,9,3,0
GLC002922,50,Male,Maharashtra,Salaried,15,90369,0,0,699,NBFC,Jewellery,123.18,20,595812.19,515125.53,506029.85,84.9311,18.41,18,32386.62,2.7903,0.3584,2022,10,4,0
GLC002923,36,Male,Karnataka,Farmer,2,18452,4,0,478,NBFC,Jewellery,93.07,20,462273.58,351416.89,416046.22,90,23.18,15,32213.7,0.5728,6.9832,2023,3,1,0
GLC002924,42,Male,Rajasthan,Small Business,5,36480,0,2,403,Bank,Jewellery,102.6,24,628168.96,487032.5,471126.72,75,26.51,18,32006.01,1.1398,0.8774,2022,5,2,0
GLC002925,52,Male,Andhra Pradesh,Professional,8,317675,0,0,841,Bank,Jewellery,192.96,22,1058971.82,892882.69,744216.8,70.2773,10.34,18,44812.08,7.089,0.1411,2024,9,3,0
GLC002926,34,Male,Maharashtra,Salaried,8,79402,2,1,463,Bank,Jewellery,7.16,20,37538.38,29467.5,24930.96,66.4146,23.63,12,2353,33.745,0.0593,2023,11,4,0
GLC002927,60,Female,Andhra Pradesh,Professional,3,166409,3,0,823,NBFC,Jewellery,151.29,24,971447.94,814228.72,798144.54,82.1603,14.4,9,94088.3,1.7686,1.6962,2023,5,2,0
GLC002928,26,Female,Gujarat,Salaried,5,64563,1,2,504,Bank,Coin,153.61,22,891271.22,789792.45,575714.86,64.5948,23.94,9,70517.13,0.9156,1.0922,2024,12,4,0
GLC002929,63,Female,Rajasthan,Small Business,9,70190,0,0,623,NBFC,Jewellery,23.59,24,147287.73,114972.94,119516.04,81.1446,21.26,12,11143.51,6.2987,0.1588,2024,10,4,0
GLC002930,53,Male,Andhra Pradesh,Small Business,6,50003,1,0,584,NBFC,Jewellery,193.41,24,1242142.79,952524.25,1077924.06,86.7794,21.08,9,130533.24,0.3831,2.6105,2023,8,3,0
GLC002931,41,Male,Kerala,Salaried,7,95207,1,0,769,NBFC,Bar,101.63,22,614803.6,563641.33,476562.55,77.5146,14.62,9,56229.09,1.6932,0.5906,2024,3,1,0
GLC002932,37,Female,Kerala,Daily Wage,3,12912,2,1,309,NBFC,Jewellery,144.47,22,850025.05,732292.82,722162.58,84.9578,27.41,9,89680.16,0.144,13.891,2024,4,2,1
GLC002933,36,Male,Telangana,Small Business,7,74441,0,0,653,NBFC,Jewellery,88.16,22,517305.2,449146.61,398452.78,77.0247,15.37,15,29366.17,2.5349,0.3945,2022,9,3,0
GLC002934,40,Male,Tamil Nadu,Salaried,11,110701,0,0,791,Bank,Jewellery,66.75,22,405863.87,340452.84,264496.21,65.1687,11.06,3,89795.56,1.2328,0.8112,2023,3,1,0
GLC002935,41,Male,Telangana,Farmer,6,36878,1,0,466,NBFC,Jewellery,116.15,18,580389.32,491010.72,472139.17,81.3487,26.22,9,58356.22,0.6319,1.5824,2022,5,2,0
GLC002936,55,Male,Telangana,Salaried,0,110755,0,1,677,NBFC,Jewellery,178.96,18,803466.97,699570.42,630709.52,78.4985,17.71,6,110614.33,1.0013,0.9987,2022,12,4,0
GLC002937,63,Male,Maharashtra,Small Business,0,54509,1,0,625,Bank,Jewellery,129.83,20,659492.49,543674.67,441658.82,66.9695,18.4,21,24758.29,2.2016,0.4542,2024,8,3,0
GLC002938,44,Female,Gujarat,Professional,5,130436,1,1,661,NBFC,Jewellery,132.34,22,704899.53,538005.57,588725.04,83.519,17.56,12,53851.1,2.4222,0.4129,2022,3,1,0
GLC002939,32,Female,Telangana,Daily Wage,3,14054,3,0,396,NBFC,Jewellery,66.74,22,374377.53,329034.59,323895.34,86.5157,28.74,12,31375.22,0.4479,6.6974,2023,7,3,1
GLC002940,35,Male,Maharashtra,Farmer,3,27109,1,1,355,Bank,Jewellery,50.66,20,272374.02,227896.23,196069.53,71.9854,26.76,21,11794.7,2.2984,0.4351,2022,6,2,1
GLC002941,39,Female,Kerala,Salaried,5,39547,2,0,678,NBFC,Jewellery,127.47,20,709371.61,617143.73,545833.08,76.946,14.37,21,29551.57,1.3382,1.4945,2023,6,2,0
GLC002942,30,Male,Karnataka,Farmer,6,24126,3,0,566,Bank,Jewellery,33.46,22,178262.42,138078.21,122714.78,68.8394,18.42,24,6151.36,3.9221,0.7649,2023,9,3,0
GLC002943,29,Male,Karnataka,Salaried,10,105074,2,0,642,Bank,Jewellery,92.06,20,452916.95,396418.92,315816.27,69.7294,19.91,12,29241.88,3.5933,0.5566,2023,6,2,0
GLC002944,65,Female,Uttar Pradesh,Salaried,9,104780,2,0,827,Bank,Jewellery,53.7,22,308776.76,268848.76,203028.44,65.7525,11.74,6,35006.15,2.9932,0.6682,2024,9,3,0
GLC002945,45,Male,Maharashtra,Daily Wage,1,26095,4,0,300,NBFC,Jewellery,142.62,18,630884.17,478886.33,567795.75,90,28.53,9,70822.83,0.3685,10.8562,2024,1,1,1
GLC002946,32,Male,Karnataka,Small Business,2,92362,0,1,504,Bank,Coin,109.36,18,479411.22,434040.18,356638.8,74.391,22.44,12,33454.96,2.7608,0.3622,2022,3,1,0
GLC002947,50,Male,Karnataka,Small Business,5,72675,1,0,617,NBFC,Jewellery,24.56,20,126879.12,97823.72,113518.88,89.4701,21.7,21,6545.02,11.1039,0.0901,2024,2,1,0
GLC002948,29,Male,Kerala,Small Business,1,89909,1,0,468,NBFC,Jewellery,114.18,20,613429.63,475069.32,552086.67,90,24.15,3,191485.25,0.4695,2.1298,2023,3,1,1
GLC002949,29,Male,Andhra Pradesh,Professional,14,173293,2,0,898,NBFC,Jewellery,122.31,24,746304.37,588527.26,590811.85,79.165,11.51,6,101800.61,1.7023,1.1749,2022,3,1,0
GLC002950,33,Female,Kerala,Salaried,7,112685,0,0,659,NBFC,Jewellery,61.68,22,338346.67,288366.83,288174.26,85.1713,19.68,6,50823.28,2.2172,0.451,2024,8,3,0
GLC002951,60,Female,Kerala,Salaried,10,90815,0,2,600,NBFC,Coin,69.53,22,389503.81,339353.73,337450.91,86.6361,20.86,9,40828.3,2.2243,0.4496,2022,2,1,1
GLC002952,39,Male,Tamil Nadu,Salaried,3,65688,1,0,595,Bank,Jewellery,175.59,24,1039024.06,788814.23,775396.64,74.6274,19.68,6,136751.27,0.4803,2.0818,2023,12,4,0
GLC002953,21,Male,Maharashtra,Small Business,5,43764,1,0,470,Bank,Jewellery,26.8,22,150339.25,123541.3,101445.77,67.4779,23.02,21,5914.51,7.3994,0.1351,2024,11,4,0
GLC002954,55,Female,Gujarat,Professional,3,227574,1,0,748,NBFC,Jewellery,193.76,18,907367.7,745493.35,730105.25,80.4641,15.52,12,66077.35,3.4441,0.2904,2024,12,4,0
GLC002955,38,Female,Gujarat,Salaried,10,113524,2,0,549,Bank,Jewellery,46.7,24,273956.65,227622.18,205148.33,74.8835,23.65,9,25098.86,4.5231,0.4422,2024,1,1,0
GLC002956,21,Male,Tamil Nadu,Salaried,1,57131,3,1,519,NBFC,Coin,52.14,22,300809.38,280885.57,270728.44,90,25.58,9,33377.18,1.7117,1.7527,2023,3,1,0
GLC002957,38,Male,Kerala,Salaried,1,81997,4,0,665,NBFC,Jewellery,81.26,24,508546.94,387411.53,393789.25,77.4342,15.4,6,68610.81,1.1951,3.347,2024,5,2,0
GLC002958,47,Male,Andhra Pradesh,Farmer,2,16062,4,1,403,Bank,Jewellery,189.87,20,976221.66,806326.91,732166.24,75,25.21,9,90133.88,0.1782,22.4465,2023,3,1,1
GLC002959,46,Male,Tamil Nadu,Salaried,10,107042,0,0,601,Bank,Coin,179.71,24,1142898.3,1044013.37,752542.53,65.8451,18.07,9,90036.83,1.1889,0.8411,2023,12,4,0
GLC002960,61,Female,Andhra Pradesh,Farmer,7,24557,1,0,560,NBFC,Jewellery,150.59,24,999986.8,797489.33,850201.78,85.0213,21.22,15,65026.04,0.3776,2.648,2023,6,2,1
GLC002961,32,Male,Karnataka,Farmer,1,27115,1,2,300,NBFC,Jewellery,159.96,24,974633.73,742932.94,877170.36,90,27.64,9,109028.47,0.2487,4.021,2022,3,1,1
GLC002962,42,Female,Kerala,Farmer,9,46329,0,0,531,Bank,Jewellery,106.73,24,631804.86,517417.74,426089.83,67.4401,23.33,6,75924.77,0.6102,1.6388,2022,2,1,0
GLC002963,34,Male,Andhra Pradesh,Professional,16,77708,0,0,869,Bank,Jewellery,181.47,24,1173312.38,885272.63,787573.03,67.1239,11.56,18,47867,1.6234,0.616,2023,11,4,0
GLC002964,25,Male,Karnataka,Salaried,5,37256,0,1,598,Bank,Jewellery,29.83,24,179730.69,157505.36,114294.34,63.592,19.82,9,13771.03,2.7054,0.3696,2022,11,4,0
GLC002965,51,Male,Andhra Pradesh,Salaried,16,91344,0,0,759,NBFC,Jewellery,110.69,20,595151.8,514730.8,491535.28,82.5899,13.43,18,30302.37,3.0144,0.3317,2023,2,1,0
GLC002966,47,Male,Maharashtra,Salaried,4,101084,0,0,631,NBFC,Coin,165.2,22,916082.22,787153.27,686513.85,74.9402,22.47,9,83597.54,1.2092,0.827,2023,6,2,0
GLC002967,45,Male,Kerala,Small Business,2,87868,0,0,544,Bank,Coin,116.14,24,685619.29,596604,480822.75,70.1297,22.73,3,166383.95,0.5281,1.8936,2023,8,3,0
GLC002968,46,Male,Kerala,Professional,15,106401,2,1,606,Bank,Jewellery,163.85,22,1006292.09,777295.77,607881.93,60.4081,20.8,18,39602.55,2.6867,0.7444,2023,6,2,0
GLC002969,34,Female,Tamil Nadu,Small Business,3,76822,2,0,434,Bank,Jewellery,37.58,24,235896.42,179891.83,176922.32,75,25.57,18,11937.27,6.4355,0.3108,2024,11,4,0
GLC002970,30,Male,Kerala,Small Business,1,37985,4,0,410,Bank,Bar,12.52,22,74245,71092.93,47186.78,63.5555,26.07,9,5828.8,6.5168,0.6138,2023,10,4,0
GLC002971,42,Male,Tamil Nadu,Farmer,2,43777,0,0,469,NBFC,Coin,113.94,24,701030.29,617698.39,630927.26,90,24.46,9,77439.81,0.5653,1.769,2022,5,2,0
GLC002972,54,Male,Kerala,Salaried,1,73557,0,0,631,Bank,Jewellery,140.95,22,854958.85,725728.69,611066.45,71.4732,17.49,9,72939.65,1.0085,0.9916,2024,7,3,0
GLC002973,59,Male,Andhra Pradesh,Salaried,12,41248,1,1,738,NBFC,Jewellery,113.39,22,680235.42,554644.04,510397.64,75.0325,16.04,15,37777.73,1.0919,0.9159,2023,3,1,1
GLC002974,50,Male,Telangana,Small Business,5,57732,0,2,300,Bank,Jewellery,75.93,20,414262.33,348811.74,310696.75,75,25.51,9,38294.1,1.5076,0.6633,2022,2,1,1
GLC002975,42,Male,Tamil Nadu,Daily Wage,3,20238,4,0,300,NBFC,Jewellery,145.93,22,871947.16,734474.06,784752.44,90,28.19,21,47770.13,0.4237,9.4417,2024,4,2,1
GLC002976,44,Male,Kerala,Salaried,2,91440,1,0,823,NBFC,Coin,186.4,18,884144.19,758263.27,795729.77,90,13.13,6,137746.54,0.6638,1.5064,2023,3,1,0
GLC002977,42,Female,Karnataka,Daily Wage,5,22908,0,1,300,NBFC,Jewellery,116.13,20,603268.91,510526.71,542942.02,90,27.47,12,52256.47,0.4384,2.2811,2023,11,4,1
GLC002978,30,Male,Maharashtra,Salaried,3,97713,0,0,542,Bank,Bar,38.22,18,183083.24,165121.42,121250.9,66.2272,22.44,9,14763.09,6.6187,0.1511,2022,3,1,0
GLC002979,42,Male,Andhra Pradesh,Professional,8,162377,0,0,751,Bank,Jewellery,106.65,20,537438.47,403656.23,360619.06,67.0996,11.5,15,25925.44,6.2632,0.1597,2024,2,1,0
GLC002980,27,Male,Tamil Nadu,Small Business,3,78395,0,0,385,NBFC,Jewellery,151.38,20,792834.39,619337.53,647367.51,81.6523,29.16,21,39723.77,1.9735,0.5067,2023,8,3,1
GLC002981,40,Male,Karnataka,Farmer,3,52152,0,0,419,NBFC,Jewellery,43.55,24,279228.1,242227.96,247488.24,88.633,28.17,15,19765.19,2.6386,0.379,2022,3,1,0
GLC002982,59,Male,Kerala,Salaried,5,133164,1,0,707,Bank,Jewellery,91.48,24,538131.97,452638.04,345803.07,64.2599,13.43,6,59912.35,2.2226,0.4499,2022,2,1,0
GLC002983,51,Male,Maharashtra,Salaried,2,126662,1,1,572,Bank,Coin,135.35,22,804041.03,728494.33,555382.5,69.0739,18.26,18,35505.49,3.5674,0.2803,2022,10,4,0
GLC002984,31,Male,Telangana,Small Business,5,44253,1,2,525,NBFC,Jewellery,20.38,24,126883.78,104168.64,114195.4,90,26.84,18,7776.49,5.6906,0.1757,2022,12,4,1
GLC002985,41,Male,Maharashtra,Professional,1,306746,1,0,728,NBFC,Coin,44.86,22,273683.49,245138.16,237571.5,86.8052,18.02,15,17806.9,17.2262,0.0581,2024,11,4,0
GLC002986,32,Female,Tamil Nadu,Daily Wage,5,11752,0,2,300,Bank,Jewellery,145.69,20,807926.26,668789.54,593261.06,73.4301,25.06,15,46476.49,0.2529,3.9548,2024,10,4,1
GLC002987,41,Female,Gujarat,Small Business,0,85274,0,0,697,NBFC,Jewellery,66.03,24,433084,360179.95,350172.67,80.8556,19.59,6,61741.77,1.3811,0.724,2023,8,3,0
GLC002988,53,Male,Uttar Pradesh,Salaried,15,40348,3,0,720,NBFC,Jewellery,23.19,18,107520.57,85750.15,86389.01,80.3465,19.25,9,10385.01,3.8852,0.7722,2023,7,3,0
GLC002989,49,Male,Tamil Nadu,Salaried,10,102169,3,0,644,Bank,Jewellery,150.3,18,726872.96,581256.67,529421.55,72.8355,20.93,15,40418.04,2.5278,1.1868,2022,7,3,0
GLC002990,69,Male,Tamil Nadu,Farmer,3,42918,2,2,366,Bank,Jewellery,45.67,20,228353.62,178075.44,150616.57,65.9576,27.08,6,27122.32,1.5824,1.2639,2023,5,2,1
GLC002991,55,Male,Maharashtra,Salaried,8,39907,0,0,705,NBFC,Bar,24.99,24,151437.45,146618.43,120091.26,79.3009,14.72,9,14175.17,2.8153,0.3552,2023,8,3,0
GLC002992,44,Female,Maharashtra,Small Business,0,27886,0,1,358,NBFC,Jewellery,126.74,22,734196.95,599221.87,654099,89.0904,26.75,12,62725.13,0.4446,2.2493,2022,7,3,1
GLC002993,49,Female,Karnataka,Small Business,2,82129,0,1,578,Bank,Jewellery,182.49,22,1081474.97,875899.1,811106.23,75,20.51,18,52728.9,1.5576,0.642,2022,12,4,0
GLC002994,39,Male,Rajasthan,Daily Wage,3,27262,1,0,459,Bank,Jewellery,98.02,20,505853.78,419606.74,357574.88,70.6874,22.9,9,43617,0.625,1.5999,2022,10,4,0
GLC002995,29,Male,Kerala,Salaried,9,79732,1,2,373,NBFC,Jewellery,48.61,24,316441.99,264059.98,284797.79,90,28.59,15,22803.75,3.4964,0.286,2022,11,4,0
GLC002996,56,Male,Andhra Pradesh,Daily Wage,0,14629,4,0,459,NBFC,Bar,118.46,24,754969.2,716555.56,646986.71,85.6971,25.56,12,61668.29,0.2372,16.8619,2023,7,3,1
GLC002997,53,Female,Kerala,Farmer,0,46479,0,0,608,Bank,Coin,128.92,20,653719.03,559179.09,438194.4,67.031,19.3,6,77198.17,0.6021,1.6609,2022,4,2,0
GLC002998,39,Male,Kerala,Farmer,0,15354,0,1,300,NBFC,Jewellery,187.89,20,947631.88,720307.61,852868.69,90,29.75,12,83038.87,0.1849,5.4083,2022,5,2,1
GLC002999,45,Female,Kerala,Salaried,2,99894,2,1,480,Bank,Coin,193.81,20,1051414.99,939636.27,788561.24,75,23.39,3,273166.59,0.3657,5.4691,2022,12,4,1
GLC003000,55,Female,Karnataka,Salaried,8,43364,2,0,714,NBFC,Jewellery,71.86,20,363481.27,300845.68,282972.71,77.8507,15.1,9,33452.58,1.2963,1.5429,2023,11,4,0
GLC003001,51,Female,Karnataka,Salaried,8,115226,1,0,603,NBFC,Jewellery,148.5,18,667324.46,513471.99,568887.43,85.249,20.95,6,100691.68,1.1443,0.8739,2024,8,3,0
GLC003002,25,Male,Kerala,Farmer,5,10762,2,2,300,NBFC,Jewellery,172.9,24,1116318.66,870159.5,1004686.79,90,27.33,18,68660.84,0.1567,12.7599,2024,8,3,1
